TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1554499964.988706,15.212650,9.890671,1.309991,0.557423,0.245696,7.037625,4.861928,0.628662,0.339610,0.218641,0.749658,0.406673,0.034453,0.055400,0.040296,22.704883,15.403179,1.963643,0.494759,0.469662,31.504133,25.455484,2.910663,0.710995,0.527872,7.514963,6.214022,1.229661,0.261851,0.270690,2.396806,2.464607,0.467866,0.151691,0.114746,21.268174,18.240185,2.395069,0.763037,0.963797,21.569537,17.451772,2.442479,0.558336,0.470183,0.225266,0.221700,0.054780,0.036431,0.022615,34.159399,34.113294,6.403063,0.853454,0.626804,7.179729,5.623139,0.861713,0.247986,0.157620,28.189916,25.901119,3.840986,1.195335,2.203021,9.809649,7.768817,1.116008,0.288634,0.274542,4,4,1,4,4,4,4,4,4,1,4,4,4,4
1554499965.114797,15.594322,8.304534,1.333457,0.527742,0.265877,7.388449,4.365382,0.632303,0.361764,0.231879,0.753046,0.319283,0.029409,0.052976,0.039752,23.988060,12.575528,1.759381,0.485103,0.491872,33.149442,20.483917,2.186848,0.704299,0.547829,8.049492,5.086434,0.908746,0.259564,0.277327,2.558015,2.018159,0.379848,0.161277,0.115258,21.988659,15.521903,2.508916,0.804515,0.898265,22.526872,14.740867,2.272873,0.566945,0.457393,0.253940,0.202435,0.056336,0.034705,0.027953,34.837137,29.614737,5.536884,0.860377,0.619660,7.412776,4.826232,0.778137,0.253232,0.168580,27.402474,22.581420,3.145375,1.285002,1.996214,10.026065,6.451542,1.118382,0.282447,0.276194,4,4,1,4,4,4,4,4,4,1,4,4,4,4
1554499965.240789,20.309926,8.033458,1.423404,0.514291,0.299694,10.332394,4.503977,0.646103,0.375884,0.248321,0.977068,0.292113,0.032936,0.050868,0.040032,34.483000,12.109891,1.721639,0.509930,0.542166,49.804288,19.442238,1.947705,0.767049,0.595422,12.325421,4.984364,0.753498,0.284295,0.287255,3.878890,1.955300,0.343297,0.176152,0.117420,32.616450,15.633186,3.014981,0.888570,0.849381,33.185837,14.780821,2.394864,0.613545,0.467637,0.389006,0.218131,0.064772,0.033429,0.034511,49.457323,28.563528,5.102337,0.951453,0.646633,10.091319,4.754539,0.753673,0.262172,0.180172,37.200911,21.924056,2.879770,1.318902,1.739061,13.162741,6.030925,1.162772,0.290963,0.283866,4,4,1,4,4,4,4,4,4,1,4,4,4,4
1554499965.366880,31.660351,9.225683,1.602535,0.654172,0.375504,17.190303,5.414784,0.720437,0.457336,0.284301,1.538415,0.337635,0.046329,0.054231,0.041938,58.780957,14.536930,1.980101,0.821576,0.668745,88.721726,23.253414,2.380280,1.256407,0.736088,22.014872,6.111061,0.840619,0.457676,0.330794,6.923157,2.342454,0.388467,0.235070,0.133402,57.894138,19.033340,4.038872,1.247862,0.893576,58.141272,17.843106,2.957088,0.918211,0.551152,0.682008,0.271774,0.081171,0.037806,0.042068,85.295224,31.579908,5.438746,1.477478,0.785514,16.584482,5.491232,0.828519,0.344344,0.206982,63.557574,24.262638,3.108444,1.532647,1.552554,20.760415,6.615324,1.297149,0.414030,0.326211,4,4,1,4,4,4,4,4,4,1,4,4,4,4
1554499965.493072,51.432025,12.051925,2.136757,1.455012,0.615018,29.103476,7.300725,1.025265,0.877592,0.404080,2.531183,0.466769,0.083236,0.085119,0.048829,100.608353,20.436475,3.127398,2.339815,1.087770,156.011895,32.822402,4.297598,3.433155,1.216605,38.357075,8.685878,1.434847,1.234859,0.526126,12.116187,3.199323,0.604684,0.482239,0.205116,101.418386,25.977480,6.117204,2.839826,1.266430,100.941334,24.151456,4.474156,2.334074,0.890286,1.171697,0.367971,0.113083,0.065985,0.053718,147.956971,39.412246,7.301287,3.812947,1.335775,28.009049,7.094683,1.144215,0.773423,0.310809,111.215830,29.955912,4.235959,2.973569,1.712223,33.831671,8.303100,1.721766,1.051597,0.513402,4,4,1,4,4,4,4,4,4,1,4,4,4,4
1554499965.619464,81.227441,16.742475,3.429161,3.555485,1.182966,47.041372,10.383683,1.774506,1.975156,0.691756,4.029868,0.689869,0.162291,0.171254,0.064727,162.967091,30.338190,5.960661,6.222785,2.098529,256.629085,48.941731,8.806771,8.891568,2.363013,62.161917,12.962042,2.880043,3.199628,1.029695,19.732083,4.520360,1.108366,1.102953,0.386269,165.701110,36.477281,9.995510,6.910934,2.253411,164.290755,33.920516,7.685069,5.959465,1.718584,1.875819,0.513693,0.172829,0.140916,0.074501,241.459324,52.940621,11.760089,9.751646,2.682861,45.257991,9.643886,1.908712,1.901570,0.574175,183.654426,39.511277,7.018472,6.994069,2.521745,53.126906,11.256048,2.720069,2.719242,0.989416,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499965.745455,127.545330,23.680910,5.558343,7.248234,2.148795,74.287857,14.837481,2.967513,3.902754,1.179016,6.306537,1.024327,0.285485,0.325616,0.090756,256.678193,44.782092,10.472419,13.002513,3.831114,406.752546,72.182626,15.831427,18.389814,4.302204,96.446406,19.228371,5.149120,6.633718,1.905698,30.655992,6.333275,1.905624,2.186176,0.697273,259.788617,50.352207,15.600265,14.074547,3.953426,257.709559,47.341738,12.579662,12.335614,3.125140,2.847651,0.718526,0.258333,0.273102,0.107002,381.596850,72.926844,18.750418,20.179388,4.973612,71.787939,13.268212,3.160412,3.901461,1.031746,294.025211,53.621308,11.529846,14.266555,4.074872,82.682103,15.788613,4.331780,5.663614,1.811441,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499965.871447,213.176080,37.294086,8.487662,12.175740,3.388003,123.156715,22.909424,4.553474,6.467777,1.798487,10.356430,1.666524,0.451013,0.532913,0.123060,422.578022,71.310559,16.445239,22.007157,6.064613,668.815153,113.368664,24.892983,31.038966,6.773422,154.188995,30.506816,8.033209,11.203711,3.036212,48.772049,9.612041,2.931058,3.625338,1.094414,421.403784,74.693310,22.578149,23.657561,6.120816,418.063904,71.481041,18.910974,20.877877,4.922059,4.381312,1.073893,0.362864,0.447956,0.147780,629.725821,110.503408,28.011228,34.153211,7.899021,120.120303,20.307000,4.902350,6.591991,1.623733,492.615961,81.155556,17.670071,24.143517,6.115661,137.221448,25.096913,6.549502,9.606049,2.869079,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499965.997438,387.462924,65.831940,12.191949,17.335286,4.587467,220.790207,38.849084,6.490819,9.139101,2.389890,18.428042,2.988676,0.653777,0.749641,0.153263,751.393395,124.203054,23.508246,31.379335,8.236974,1182.814835,193.544980,35.294814,44.308295,9.146747,265.283570,52.381980,11.223654,15.963154,4.130445,83.261880,16.280181,4.070959,5.122440,1.474151,737.368153,124.309078,30.378602,33.705613,8.195781,729.495471,120.233128,26.248656,29.862471,6.657566,7.255082,1.771329,0.475591,0.626364,0.187042,1124.192464,187.374798,39.199023,48.844113,10.718791,218.004970,35.369244,7.094130,9.434293,2.199324,890.244168,138.832449,25.392999,34.638419,8.082406,248.932643,45.056013,9.376148,13.742999,3.892703,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499966.123730,679.126413,116.224032,16.777982,21.456428,5.378408,383.187030,66.227183,8.819785,11.253247,2.768759,31.887834,5.307663,0.893825,0.922167,0.172398,1296.657591,215.770888,31.721983,38.784395,9.680369,2032.091644,330.970835,46.938245,54.923219,10.677996,447.042435,89.638604,14.683870,19.699319,4.852750,139.666783,28.089673,5.255817,6.303519,1.719304,1260.973930,212.990799,38.754628,41.760354,9.545223,1242.271193,206.121564,34.441525,37.087504,7.805635,12.012453,2.997025,0.597127,0.761047,0.213012,1949.810393,323.259306,52.270052,60.556396,12.559610,382.409194,62.645810,9.762644,11.730254,2.581654,1552.866667,241.518844,34.961006,43.162166,9.335504,436.588351,80.777627,12.888401,17.045628,4.568829,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499966.249822,1050.184261,198.188972,27.761092,25.936497,6.101109,589.336188,110.393032,14.532625,13.570376,3.119682,49.079009,9.071252,1.416041,1.116270,0.200388,1987.405837,364.080561,51.398362,46.542075,10.908837,3103.335701,551.046276,73.124985,65.176959,11.863111,677.041555,149.270862,23.077121,23.542949,5.576485,211.507936,47.464818,7.876024,7.583407,1.944586,1926.352034,360.228245,57.101629,50.116130,10.748039,1889.929840,347.283924,52.526880,44.622883,8.937818,18.207001,5.012289,0.900364,0.891939,0.241218,3001.764035,545.690640,80.277984,71.550307,13.908245,592.989610,108.081831,15.877221,14.185333,2.947472,2392.209215,410.688189,57.160129,51.998653,10.426615,676.646429,139.156173,21.083820,20.607591,5.190776,4,3,1,4,4,4,4,4,4,2,4,4,4,4
1554499966.375713,1446.871183,323.351455,59.691311,37.824256,8.530899,809.343123,178.021933,31.479545,19.846137,4.368451,67.490138,14.832228,2.879616,1.644365,0.314497,2721.830725,590.906770,109.202627,66.897197,14.838898,4230.378678,881.581346,148.233233,89.695927,15.786835,923.325964,239.711280,48.362630,33.621825,8.097567,289.062076,77.155169,15.689525,11.003886,2.725490,2634.533752,587.590352,110.245592,71.099140,14.827539,2577.317442,564.087937,104.202952,63.687424,12.875182,25.036733,8.130684,1.811410,1.243121,0.343241,4119.737821,883.794797,156.689352,97.289216,18.111287,819.246219,178.491624,33.254551,20.541978,4.193580,3283.534394,670.651980,119.102183,73.928814,14.341203,934.857422,227.951374,44.444788,30.002906,7.280497,4,3,1,4,4,4,4,4,4,2,4,4,4,4
1554499966.501905,1801.189717,492.495606,126.353353,64.863662,14.677251,1005.099525,269.911522,67.115463,34.189462,7.557334,83.903246,22.645639,5.918903,2.846377,0.597488,3373.175902,897.761898,230.618023,113.431872,24.822996,5208.597776,1319.810476,305.152850,145.069061,26.053456,1144.968285,361.197778,101.867029,56.724236,14.423617,359.842864,117.089901,32.310512,18.791718,4.711086,3263.323723,894.749664,222.048374,118.380995,25.212011,3184.616917,856.514580,212.098796,106.770428,22.780068,31.425686,12.387398,3.732951,2.066733,0.598395,5102.563142,1334.991187,313.431224,155.552341,29.120293,1022.780575,274.231169,69.313760,34.940064,7.332214,4064.878258,1021.637650,246.132657,123.181070,24.465107,1167.274756,347.057205,92.850691,51.350434,12.562203,4,3,1,4,4,4,4,4,4,2,4,4,4,4
1554499966.627797,2041.037759,683.564547,228.017186,108.712793,25.094106,1136.227314,374.250916,121.639316,57.471076,12.966105,94.956921,31.504327,10.560551,4.790238,1.066138,3806.159612,1244.053195,416.460221,189.219282,41.832575,5827.196470,1804.209364,544.948065,235.397306,43.787043,1296.823998,497.349220,183.873190,94.401699,25.076116,409.608046,161.751640,57.884290,31.414959,8.079359,3682.133565,1239.149656,393.497686,195.059017,42.847078,3586.643191,1184.537317,376.792623,176.744425,39.479503,36.086714,17.232640,6.673314,3.425773,1.026537,5740.489700,1836.414058,550.951483,251.040891,48.206985,1162.071865,382.551917,124.189412,58.296160,12.636345,4574.647106,1416.174229,438.046374,203.014369,41.743938,1326.344157,480.525775,166.393633,85.959377,21.511576,4,3,1,4,4,4,4,4,4,2,4,4,4,4
1554499966.753788,2121.270832,854.051651,345.391944,161.369117,37.936885,1177.595267,467.813828,184.720506,85.420634,19.629832,98.443244,39.437007,15.937105,7.117276,1.634816,3938.915427,1551.867282,631.565235,280.509642,62.873049,5967.789445,2224.084888,822.332048,344.439151,65.909574,1349.266332,617.223127,278.729922,139.805747,38.155926,428.453000,200.939620,87.526750,46.550948,12.234212,3810.450636,1542.227810,592.397900,287.255757,64.609719,3705.707670,1473.765992,567.198673,260.982731,59.996154,38.042050,21.585687,10.073481,5.075923,1.550793,5909.009453,2274.368588,824.425071,366.796508,72.072325,1210.557125,479.163981,187.493308,86.375086,19.165576,4710.473612,1765.523268,658.395401,299.025824,63.122379,1381.663678,598.502172,251.088446,127.507971,32.546747,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499966.880080,2039.513266,954.503621,444.780024,207.190026,49.407211,1128.602313,523.322435,238.245090,109.718279,25.573560,94.253733,44.135403,20.511735,9.135498,2.137630,3770.265518,1731.111983,814.199169,360.172686,81.702635,5646.597937,2455.861316,1057.716325,439.635122,85.858767,1298.887313,685.496987,359.105161,179.422645,49.807454,414.388848,223.173055,112.664517,59.694952,15.949055,3647.168344,1715.099322,761.695015,367.522207,84.068007,3542.845266,1639.470531,728.671264,334.463855,78.278524,36.993886,24.181943,12.953086,6.525152,2.016504,5615.944215,2520.934528,1055.529064,468.244868,93.614630,1165.965504,535.989984,241.071820,110.836065,24.992654,4484.372978,1967.980012,844.073418,382.674212,82.292695,1330.381257,666.752940,322.608580,163.638779,42.407576,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499967.006071,1819.930754,950.015039,492.434516,229.710043,55.393067,1003.716345,521.353724,264.032230,121.632217,28.668779,83.566121,43.958557,22.733496,10.121520,2.399089,3350.533860,1718.886207,902.322893,399.542161,91.535402,4961.092449,2417.292750,1171.024007,486.355952,96.427727,1159.418834,677.957634,397.644849,198.970923,55.881317,371.198290,220.718888,124.693133,66.120386,17.896139,3241.740869,1697.634439,843.364330,406.829020,94.256924,3145.096954,1623.858181,806.060670,370.690478,87.812314,33.245002,24.122324,14.324283,7.248751,2.258133,4951.044039,2490.046477,1165.357980,518.360901,105.005893,1041.793228,533.373676,266.679479,122.877417,28.035824,3961.702709,1953.395328,932.087845,423.776513,92.412354,1187.540142,661.601634,356.618016,181.350448,47.561807,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499967.132363,1508.339771,837.676083,470.384951,219.708845,53.469934,829.540974,460.075380,252.355347,116.295951,27.667349,68.709351,38.759595,21.761728,9.674048,2.318265,2767.376186,1511.221818,862.633116,382.447585,88.348029,4058.498731,2109.784331,1119.218175,464.944691,93.279938,959.437432,593.804466,379.813562,190.387023,53.947619,307.778110,193.432589,119.030096,63.185502,17.289252,2679.346487,1488.646564,805.953451,388.842103,91.064358,2596.038910,1425.233395,769.707929,354.680703,84.778612,27.590970,21.320537,13.665050,6.947578,2.178869,4058.708839,2181.095199,1111.700010,495.960772,101.520866,864.159527,469.947155,254.585353,117.551993,27.069236,3255.560284,1718.330394,889.006604,405.300543,89.422480,983.259216,581.755170,340.275168,173.381921,45.923750,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499967.258454,1154.053109,647.919128,385.969931,180.023036,44.169486,633.519016,356.065739,207.115876,95.243479,22.858361,52.066837,29.945921,17.910804,7.922477,1.920815,2111.601662,1164.510913,708.256635,313.671387,72.992855,3077.385992,1616.326596,919.295596,381.088649,77.230796,730.381912,455.807114,311.564269,156.050154,44.559393,234.341769,148.743453,97.556801,51.712287,14.295816,2046.849932,1145.225748,661.532682,318.429694,75.371669,1979.883767,1097.675991,631.413266,290.821643,70.040695,20.998981,16.532767,11.191870,5.704611,1.801108,3080.374057,1677.897303,911.784331,406.869366,84.040091,661.503913,363.083861,208.760826,96.350391,22.364840,2475.953497,1326.650388,728.923546,332.282673,74.166755,750.497942,448.874713,278.999403,142.008114,37.947291,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499967.384646,804.908293,431.785442,267.611720,124.301310,30.743046,441.863211,237.348935,143.558213,65.723018,15.932513,35.917131,19.893312,12.468177,5.469530,1.347080,1470.238682,772.013563,491.185578,216.875087,50.831547,2138.585513,1067.238629,638.307271,263.413096,53.901388,504.595286,300.896001,215.892023,107.748324,31.001044,161.591406,98.576538,67.516045,35.630314,9.962054,1426.567906,759.139304,458.662472,219.621757,52.674664,1377.116511,728.705660,437.590081,200.990495,48.760333,14.475221,11.048637,7.737618,3.949709,1.256773,2139.174642,1114.020788,632.307553,281.549205,58.681521,461.397853,241.615842,144.591424,66.555458,15.570263,1720.566651,883.283696,505.487084,229.734086,52.018039,521.230601,298.511302,193.354484,98.033728,26.421827,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499967.510638,499.130321,241.624675,152.516397,70.160820,17.486377,275.005641,132.807144,81.638203,37.051366,9.116912,22.026961,11.051750,7.136701,3.088864,0.780359,911.890041,428.617735,279.620814,122.687983,28.960848,1330.434776,591.910709,364.413059,149.056896,30.796828,308.617212,166.185099,122.861756,60.741493,17.610803,98.425828,54.855272,38.356741,19.998785,5.676276,884.616569,422.322546,261.321745,123.453355,30.259653,851.942006,406.507955,249.201763,113.504364,27.751939,8.837474,6.201530,4.391325,2.240326,0.719907,1325.888908,622.913822,360.819623,159.601693,33.581590,286.062230,134.949979,82.226906,37.573050,8.857269,1063.355548,494.557595,288.528297,130.007936,30.107216,320.894164,166.681099,110.215076,55.359614,15.030967,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499967.636729,260.152552,110.670652,69.601809,31.366391,7.888974,144.534623,60.799469,36.923162,16.495097,4.221596,11.322169,4.957039,3.254512,1.378461,0.367075,476.060033,193.293796,126.809503,55.189378,13.180653,699.761037,268.795645,166.533642,67.310333,14.156804,157.826041,74.616885,55.757585,26.990209,7.918591,50.070023,25.021301,17.397081,8.777140,2.573161,460.915685,192.107199,119.534285,54.272753,14.073145,442.315451,186.198041,113.804540,50.686708,12.557538,4.549707,2.856125,1.996698,1.015543,0.330917,693.370770,287.633796,165.838541,72.415205,15.480533,149.203161,61.708849,37.379094,16.779296,3.992735,552.679945,227.672176,132.390195,58.571241,14.317494,165.212794,76.182130,50.441482,24.841484,6.771281,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499967.762721,113.964332,55.851052,28.685369,13.265130,3.649608,64.720768,30.908293,14.842287,6.851471,2.124337,4.822597,2.282464,1.279451,0.559732,0.172405,210.503836,97.015843,51.521755,23.949707,6.437665,314.443675,141.218752,69.151171,30.109599,7.433401,68.768574,38.631428,22.590264,11.224050,3.681021,21.498606,13.229330,7.093421,3.551845,1.226703,201.889523,100.924720,50.052456,21.782067,7.135061,193.361552,98.597137,47.508182,21.470626,5.943301,1.996642,1.493161,0.839603,0.454872,0.157269,307.078079,155.960032,71.424612,33.036161,8.117001,65.378328,31.955837,15.387662,7.080012,1.847382,242.098352,119.926408,55.876127,25.472258,7.708601,71.298609,39.284515,21.208206,10.760368,3.132084,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499967.888712,66.646680,75.965696,23.044418,13.095429,4.665371,39.647854,43.056427,12.076501,6.646713,2.756583,2.646694,2.817554,0.877221,0.492457,0.181683,129.250169,140.274005,42.571827,24.579023,8.766849,199.708132,214.280457,58.608998,32.643830,11.144035,44.526248,59.002515,18.113649,11.243247,4.855374,13.484444,19.995814,5.759117,3.635414,1.637213,121.403632,153.575136,41.196255,21.680995,9.507181,117.860631,147.532600,39.550659,21.836446,7.880808,1.273564,2.155245,0.730208,0.486152,0.193688,190.523796,235.539183,63.963916,36.626543,12.120859,38.610551,46.033823,12.748568,7.069398,2.386695,150.574122,174.581545,47.788866,25.754055,10.434459,42.378255,56.109474,17.862314,11.059384,4.079771,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499968.014904,81.930701,153.239543,38.427520,23.929351,9.546405,50.038465,87.848045,21.135998,12.236859,5.375791,3.135095,5.691952,1.361885,0.863200,0.331233,167.129395,293.474386,74.312149,45.275789,17.986166,262.833533,450.477891,102.439619,60.886240,23.246025,61.757687,124.351971,30.937661,21.156350,10.075662,18.531862,41.846816,9.800414,7.105236,3.372626,156.534878,323.892045,68.081172,42.198842,18.983477,154.417751,307.199519,66.580381,40.847316,16.263702,1.740073,4.425279,1.255588,0.897751,0.383875,250.817698,487.409067,111.075592,68.319678,25.381879,48.637481,94.565673,21.813215,13.099590,4.922024,199.488701,358.860532,82.352508,46.677514,20.350432,54.709638,114.827614,30.234805,20.343782,8.461951,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499968.140796,121.809299,259.076598,63.548332,39.425721,16.486095,74.938795,149.480428,35.865780,20.328012,9.022317,4.581480,9.693266,2.218331,1.408970,0.551381,253.422215,504.884602,125.293472,74.819469,30.992371,399.426946,775.887021,173.067682,100.910359,40.192790,95.785850,213.760592,51.800005,35.416216,17.492147,28.746452,71.991656,16.347648,12.118432,5.829250,238.035409,558.925349,111.161161,72.131189,32.386377,235.786083,527.012973,109.742809,68.092432,28.184339,2.703422,7.533325,2.077854,1.479532,0.656412,384.044170,832.293535,185.135836,113.042446,44.111953,73.377029,160.918733,36.402826,21.776743,8.537703,303.979806,611.512766,138.147528,76.412131,34.232273,83.247383,195.009753,50.020143,33.545859,14.718244,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499968.266787,169.473343,365.007112,89.068689,54.484250,23.487718,104.413214,211.764130,50.996373,28.291630,12.647685,6.335851,13.740008,3.090650,1.943495,0.776395,354.820703,719.689524,177.120862,103.643438,44.103742,558.738093,1106.991940,245.342346,140.039917,57.276783,134.865359,303.975527,73.009856,49.456762,25.004273,40.466441,102.600284,23.000957,17.100340,8.308179,334.163765,797.515178,154.296262,101.951189,45.916649,331.475650,749.563682,153.018545,94.761352,40.265514,3.831684,10.637740,2.899277,2.046658,0.933939,541.063583,1179.924774,260.022946,156.699275,63.148744,103.020042,227.525021,51.175611,30.289990,12.198551,425.611580,865.907350,195.412260,105.195858,48.127358,116.902467,275.216961,69.978465,46.423780,21.070922,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499968.393379,206.665504,437.569101,106.853558,64.304639,28.349462,127.353096,255.126698,61.726588,33.605507,15.112033,7.714995,16.560336,3.697050,2.296304,0.935030,433.401061,870.486058,213.263800,122.601378,53.195044,681.739505,1340.024139,296.138476,165.865499,69.133813,164.788662,366.660501,87.784205,58.834273,30.254031,49.374035,124.102270,27.628170,20.474705,10.028433,408.803506,965.069234,183.754516,122.209311,55.310086,405.975338,905.161008,182.622491,112.373786,48.715658,4.717486,12.758407,3.458059,2.419811,1.130330,664.367418,1420.902021,311.866117,185.380265,76.525882,126.501532,273.387501,61.412122,35.935644,14.756345,519.750136,1041.818037,235.948548,123.859159,57.662246,143.214079,330.147139,83.747007,54.888862,25.530221,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499968.519270,217.237379,451.228220,110.650908,65.412049,29.378592,133.969477,264.345863,64.306039,34.394011,15.558366,8.111755,17.161259,3.823228,2.342672,0.971349,455.715538,904.434977,221.105829,124.992040,55.095810,716.320691,1393.367086,307.581548,169.270447,71.640139,172.997188,379.853232,90.926652,60.245329,31.412161,51.738784,129.002005,28.607928,21.058182,10.390153,429.909265,1003.173365,189.327398,125.843371,57.297169,427.425797,939.426516,188.240651,114.742333,50.595917,4.999895,13.156133,3.557970,2.468048,1.178497,701.550791,1470.692900,322.424691,188.986379,79.598448,133.677897,282.387273,63.514815,36.726204,15.323522,546.455243,1077.330749,245.645127,125.825269,59.527051,150.930203,340.533886,86.479872,55.957807,26.548661,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499968.645262,196.308770,400.351345,98.715725,57.310766,26.195310,121.149068,235.682580,57.641534,30.323755,13.818934,7.347565,15.299733,3.412875,2.062776,0.871544,411.821332,808.156866,197.320194,109.763726,49.099172,647.151675,1246.072909,274.753447,148.778579,63.869465,156.000720,338.377045,81.068998,53.114320,28.052294,46.522707,115.403211,25.500897,18.626146,9.260111,388.051979,897.061743,168.495266,111.500731,51.140404,386.429738,838.811979,167.241594,100.892467,45.212211,4.559461,11.677551,3.155139,2.171802,1.061987,636.471395,1309.241618,286.877172,166.005490,71.240141,121.430053,250.857478,56.527286,32.333206,13.693210,493.628352,957.963305,220.226870,110.232589,53.026295,136.788706,302.170843,76.889225,49.164021,23.755775,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499968.771454,151.932458,302.574825,75.180253,42.805739,19.925242,93.666540,179.080715,44.072111,22.800168,10.502798,5.716265,11.622584,2.608552,1.553849,0.670988,318.307469,615.286768,150.280634,82.178734,37.320834,500.043633,949.641153,209.199170,111.491036,48.573799,120.145530,256.730159,61.640396,39.928275,21.366299,35.687865,88.039141,19.383127,14.042107,7.039353,299.340527,683.864044,128.398760,84.328461,39.003598,298.769802,638.397962,126.869996,75.653004,34.467793,3.561204,8.839811,2.389623,1.634894,0.822919,494.149064,992.822998,217.678685,124.394045,54.408698,94.530774,189.782221,42.893665,24.283950,10.443554,383.190689,725.265744,168.614065,82.451112,40.438188,106.242130,228.405053,58.290048,36.857873,18.146095,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499968.897645,100.043427,190.226503,47.826161,26.678851,12.662752,61.317344,113.295896,28.098974,14.295194,6.706338,3.815057,7.351387,1.674222,0.983684,0.437142,208.429808,390.054014,95.516148,51.300148,23.692130,326.830012,602.888717,132.597830,69.683370,30.863599,78.024877,162.055816,39.049232,25.052197,13.592939,23.067076,55.997867,12.278196,8.840249,4.471877,195.176739,434.506999,82.102186,53.525179,24.941660,195.178818,404.759746,80.398870,47.388958,21.960742,2.353589,5.578863,1.512534,1.034409,0.541542,324.630896,626.435542,137.873364,77.881626,34.738609,62.558340,119.384611,27.172201,15.250379,6.661737,254.452737,456.451307,107.991151,51.603340,25.939575,70.210792,143.653588,36.880350,23.111790,11.600665,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499969.023737,57.559876,95.909202,25.122928,13.492675,6.487601,34.607528,57.548766,14.677524,7.228603,3.502339,2.288662,3.742703,0.900518,0.516268,0.238028,117.974685,198.516614,49.758083,25.885540,12.115035,184.081464,307.630884,68.669992,35.233053,15.811637,43.269137,81.965378,20.285612,12.741023,6.967267,12.814232,28.615174,6.427207,4.521016,2.295414,109.632912,221.478896,43.933212,28.147966,12.986643,109.483318,205.906252,42.122537,24.175600,11.290842,1.337635,2.830251,0.782359,0.540886,0.298573,183.052299,316.844175,72.100273,39.667254,17.899349,35.905469,60.107097,14.229665,7.811431,3.434953,149.581098,229.679818,57.044428,26.354308,13.648662,40.347458,72.451353,19.332089,11.844449,6.005086,4,3,1,4,4,4,4,4,4,1,4,4,4,4
